cell_id,wilaya,band,users,latency_ms,packet_loss_pct,traffic_mbps,availability_pct,is_anomaly
DZ-CELL-1822,Bejaia,B7 (2600 MHz LTE),942,43.68,0.14,253.03,99.83,0
DZ-CELL-1823,Tizi Ouzou,B20 (800 MHz LTE),780,33.28,0.45,585.09,99.85,0
DZ-CELL-1824,Setif,n78 (3.5 GHz 5G),417,31.38,0.09,256.02,99.94,0
DZ-CELL-1825,Constantine,B3 (1800 MHz LTE),860,23.75,1.18,468.12,99.6,0
DZ-CELL-1826,Setif,n78 (3.5 GHz 5G),717,34.38,0.67,545.06,99.98,0
DZ-CELL-1827,Biskra,B20 (800 MHz LTE),999,39.76,0.39,529.01,99.79,0
DZ-CELL-1828,Ghardaia,B7 (2600 MHz LTE),1228,14.0,0.05,406.03,99.89,0
DZ-CELL-1829,Biskra,B3 (1800 MHz LTE),899,34.97,0.06,281.08,99.76,0
DZ-CELL-1830,Biskra,n78 (3.5 GHz 5G),739,35.29,0.05,219.12,99.98,0
DZ-CELL-1831,Chlef,B20 (800 MHz LTE),1299,38.67,0.79,519.73,99.8,0
DZ-CELL-1832,Algiers,B20 (800 MHz LTE),760,27.37,0.22,496.04,99.64,0
DZ-CELL-1833,Setif,B7 (2600 MHz LTE),978,27.32,0.6,517.22,99.94,0
DZ-CELL-1834,Annaba,B20 (800 MHz LTE),542,41.17,1.45,380.93,99.47,0
DZ-CELL-1835,Ouargla,n78 (3.5 GHz 5G),637,37.73,1.45,536.25,99.26,0
DZ-CELL-1836,Annaba,B7 (2600 MHz LTE),1142,41.91,0.06,466.23,99.99,0
DZ-CELL-1837,Constantine,B7 (2600 MHz LTE),1036,40.11,0.54,429.8,99.88,0
DZ-CELL-1838,Oran,B20 (800 MHz LTE),827,27.24,0.28,502.05,99.93,0
DZ-CELL-1839,Ghardaia,B3 (1800 MHz LTE),983,26.4,1.45,484.79,99.91,0
DZ-CELL-1840,Chlef,B3 (1800 MHz LTE),367,29.49,0.52,618.09,99.94,0
DZ-CELL-1841,Biskra,B20 (800 MHz LTE),1058,26.29,0.48,438.8,99.99,0
DZ-CELL-1842,Tizi Ouzou,B7 (2600 MHz LTE),1070,33.98,1.0,284.07,99.98,0
DZ-CELL-1843,Bejaia,n78 (3.5 GHz 5G),359,39.47,0.13,538.22,99.89,0
DZ-CELL-1844,Constantine,B7 (2600 MHz LTE),918,20.16,0.1,540.71,99.99,0
DZ-CELL-1845,Constantine,B7 (2600 MHz LTE),999,30.41,0.19,609.68,99.84,0
DZ-CELL-1846,Tiaret,n78 (3.5 GHz 5G),894,29.61,0.39,425.55,99.96,0
DZ-CELL-1847,Algiers,n78 (3.5 GHz 5G),740,32.93,0.83,411.15,100.0,0
DZ-CELL-1848,Blida,B7 (2600 MHz LTE),871,27.55,0.77,352.72,99.82,0
DZ-CELL-1849,Batna,B20 (800 MHz LTE),556,37.6,0.39,633.85,99.73,0
DZ-CELL-1850,Ouargla,n78 (3.5 GHz 5G),617,36.72,0.2,573.51,99.34,0
DZ-CELL-1851,Annaba,B7 (2600 MHz LTE),941,23.4,0.05,531.24,99.66,0
DZ-CELL-1852,Setif,n78 (3.5 GHz 5G),1260,41.32,0.68,573.04,99.99,0
DZ-CELL-1853,Tizi Ouzou,B7 (2600 MHz LTE),963,36.78,0.15,529.49,99.8,0
DZ-CELL-1854,Blida,n78 (3.5 GHz 5G),893,31.39,0.05,348.6,99.75,0
DZ-CELL-1855,Batna,B20 (800 MHz LTE),912,28.0,0.31,408.07,99.51,0
DZ-CELL-1856,Ouargla,n78 (3.5 GHz 5G),748,29.2,0.64,576.93,99.97,0
DZ-CELL-1857,Chlef,n78 (3.5 GHz 5G),850,22.73,0.08,554.31,99.77,0
DZ-CELL-1858,Constantine,B7 (2600 MHz LTE),1172,36.04,0.17,241.34,99.17,0
DZ-CELL-1859,Ouargla,B7 (2600 MHz LTE),176,59.23,3.62,159.08,89.9,1
DZ-CELL-1860,Algiers,n78 (3.5 GHz 5G),919,30.59,0.14,555.95,99.96,0
DZ-CELL-1861,Ghardaia,B20 (800 MHz LTE),908,31.63,1.31,533.8,99.77,0
DZ-CELL-1862,Chlef,B3 (1800 MHz LTE),645,27.57,0.16,460.43,99.68,0
DZ-CELL-1863,Tiaret,B3 (1800 MHz LTE),649,23.42,0.05,539.58,99.96,0
DZ-CELL-1864,Setif,B3 (1800 MHz LTE),1146,22.54,0.35,609.81,99.8,0
DZ-CELL-1865,Ouargla,B7 (2600 MHz LTE),1101,39.29,0.38,467.84,99.64,0
DZ-CELL-1866,Setif,n78 (3.5 GHz 5G),1089,41.0,1.45,561.67,99.98,0
DZ-CELL-1867,Tizi Ouzou,B7 (2600 MHz LTE),709,32.95,0.22,489.57,99.8,0
DZ-CELL-1868,Ghardaia,n78 (3.5 GHz 5G),471,17.5,0.17,520.72,99.94,0
DZ-CELL-1869,Oran,B7 (2600 MHz LTE),978,31.04,1.09,453.85,99.8,0
DZ-CELL-1870,Ghardaia,n78 (3.5 GHz 5G),639,38.55,0.57,471.27,99.8,0
DZ-CELL-1871,Tizi Ouzou,B20 (800 MHz LTE),783,34.09,0.12,446.46,99.79,0
DZ-CELL-1872,Tizi Ouzou,B3 (1800 MHz LTE),1208,19.94,0.05,567.1,98.53,0
DZ-CELL-1873,Tlemcen,B3 (1800 MHz LTE),724,26.85,0.49,387.23,99.33,0
DZ-CELL-1874,Tlemcen,B20 (800 MHz LTE),851,38.44,0.71,414.39,99.94,0
DZ-CELL-1875,Annaba,n78 (3.5 GHz 5G),784,28.63,0.05,608.19,99.92,0
DZ-CELL-1876,Oran,B20 (800 MHz LTE),856,32.78,0.24,417.7,99.99,0
DZ-CELL-1877,Annaba,B3 (1800 MHz LTE),1032,37.44,0.31,495.03,99.63,0
DZ-CELL-1878,Blida,B3 (1800 MHz LTE),1240,28.54,0.59,429.44,99.8,0
DZ-CELL-1879,Ghardaia,B20 (800 MHz LTE),612,30.52,0.34,412.81,98.88,0
DZ-CELL-1880,Ouargla,B7 (2600 MHz LTE),1145,31.19,0.25,526.4,99.56,0
DZ-CELL-1881,Constantine,B3 (1800 MHz LTE),1138,44.97,0.45,317.53,99.89,0
DZ-CELL-1882,Setif,n78 (3.5 GHz 5G),688,26.98,0.6,487.46,99.96,0
DZ-CELL-1883,Tiaret,B7 (2600 MHz LTE),800,64.81,4.73,599.27,98.49,1
DZ-CELL-1884,Batna,B3 (1800 MHz LTE),592,49.05,0.33,478.17,99.75,0
DZ-CELL-1885,Tizi Ouzou,B3 (1800 MHz LTE),826,44.51,0.12,434.74,99.66,0
DZ-CELL-1886,Algiers,B20 (800 MHz LTE),551,35.11,0.12,600.57,99.89,0
DZ-CELL-1887,Annaba,B7 (2600 MHz LTE),943,36.5,0.5,436.53,99.88,0
DZ-CELL-1888,Chlef,n78 (3.5 GHz 5G),531,31.56,0.44,258.09,99.83,0
DZ-CELL-1889,Oran,B20 (800 MHz LTE),226,45.11,0.4,437.02,99.86,0
DZ-CELL-1890,Annaba,B20 (800 MHz LTE),814,21.69,0.13,452.65,99.39,0
DZ-CELL-1891,Oran,B3 (1800 MHz LTE),987,48.62,0.35,541.24,99.97,0
DZ-CELL-1892,Annaba,n78 (3.5 GHz 5G),674,30.14,0.44,643.02,99.95,0
DZ-CELL-1893,Biskra,n78 (3.5 GHz 5G),787,29.57,1.18,352.57,99.75,0
DZ-CELL-1894,Oran,B3 (1800 MHz LTE),972,14.0,0.05,551.75,99.98,0
DZ-CELL-1895,Ghardaia,n78 (3.5 GHz 5G),491,22.56,0.57,560.48,99.7,0
DZ-CELL-1896,Bejaia,B3 (1800 MHz LTE),1077,43.73,1.0,454.56,99.94,0
DZ-CELL-1897,Biskra,B7 (2600 MHz LTE),723,38.73,0.11,604.32,99.95,0
DZ-CELL-1898,Tiaret,B7 (2600 MHz LTE),706,19.96,0.12,470.9,99.92,0
DZ-CELL-1899,Setif,n78 (3.5 GHz 5G),1793,67.88,2.82,944.68,98.49,1
DZ-CELL-1900,Bejaia,B20 (800 MHz LTE),743,32.93,0.44,370.78,99.71,0
DZ-CELL-1901,Annaba,n78 (3.5 GHz 5G),532,29.01,1.32,616.76,99.9,0
DZ-CELL-1902,Constantine,B3 (1800 MHz LTE),308,123.91,6.38,144.64,95.45,1
DZ-CELL-1903,Oran,B3 (1800 MHz LTE),727,28.53,1.37,564.62,99.99,0
DZ-CELL-1904,Tlemcen,n78 (3.5 GHz 5G),877,23.17,0.39,559.51,99.78,0
DZ-CELL-1905,Algiers,n78 (3.5 GHz 5G),874,16.75,0.31,712.36,99.99,0
DZ-CELL-1906,Blida,B20 (800 MHz LTE),857,46.98,0.65,349.21,99.79,0
DZ-CELL-1907,Tiaret,B3 (1800 MHz LTE),839,33.01,0.43,466.96,99.97,0
DZ-CELL-1908,Blida,B3 (1800 MHz LTE),854,36.17,0.05,329.85,99.67,0
DZ-CELL-1909,Blida,B7 (2600 MHz LTE),1004,14.0,0.63,494.15,99.97,0
DZ-CELL-1910,Tiaret,B3 (1800 MHz LTE),1289,47.21,0.05,601.43,99.61,0
DZ-CELL-1911,Ouargla,B20 (800 MHz LTE),793,36.39,0.06,439.28,99.75,0
DZ-CELL-1912,Constantine,B3 (1800 MHz LTE),905,25.91,0.2,406.8,99.8,0
DZ-CELL-1913,Blida,B20 (800 MHz LTE),1008,37.86,0.93,373.7,99.97,0
DZ-CELL-1914,Ghardaia,B7 (2600 MHz LTE),907,39.67,0.06,349.86,99.76,0
DZ-CELL-1915,Ghardaia,n78 (3.5 GHz 5G),794,28.97,0.32,509.2,99.66,0
DZ-CELL-1916,Tiaret,n78 (3.5 GHz 5G),855,37.53,1.35,224.77,99.62,0
DZ-CELL-1917,Biskra,B7 (2600 MHz LTE),1022,14.0,0.3,390.03,99.62,0
DZ-CELL-1918,Ouargla,B7 (2600 MHz LTE),775,40.75,0.18,780.0,99.95,0
DZ-CELL-1919,Oran,n78 (3.5 GHz 5G),782,31.5,0.18,640.01,99.98,0
DZ-CELL-1920,Algiers,B20 (800 MHz LTE),655,28.1,0.28,533.48,99.84,0
DZ-CELL-1921,Annaba,B3 (1800 MHz LTE),421,26.37,1.45,255.17,99.91,0
DZ-CELL-1922,Ouargla,B7 (2600 MHz LTE),660,25.92,0.28,398.71,99.75,0
DZ-CELL-1923,Tizi Ouzou,B3 (1800 MHz LTE),993,31.57,0.67,443.0,99.92,0
DZ-CELL-1924,Blida,B20 (800 MHz LTE),544,34.25,0.61,513.81,99.91,0
DZ-CELL-1925,Chlef,n78 (3.5 GHz 5G),795,24.95,1.06,607.33,99.97,0
DZ-CELL-1926,Ghardaia,n78 (3.5 GHz 5G),843,22.04,0.05,473.11,99.49,0
DZ-CELL-1927,Setif,B3 (1800 MHz LTE),903,19.19,0.55,516.57,99.78,0
DZ-CELL-1928,Ouargla,B7 (2600 MHz LTE),766,33.09,0.05,544.66,99.86,0
DZ-CELL-1929,Setif,B20 (800 MHz LTE),986,25.92,0.15,428.89,99.91,0
DZ-CELL-1930,Ghardaia,B3 (1800 MHz LTE),904,44.01,0.05,555.41,99.8,0
DZ-CELL-1931,Ghardaia,B20 (800 MHz LTE),818,30.83,0.2,634.39,99.98,0
DZ-CELL-1932,Setif,B3 (1800 MHz LTE),915,34.95,0.08,191.27,99.8,0
DZ-CELL-1933,Ouargla,B20 (800 MHz LTE),1410,32.83,0.35,547.84,99.99,0
DZ-CELL-1934,Tlemcen,n78 (3.5 GHz 5G),701,35.12,0.81,427.66,99.94,0
DZ-CELL-1935,Tiaret,n78 (3.5 GHz 5G),668,21.76,0.3,401.84,99.9,0
DZ-CELL-1936,Tizi Ouzou,n78 (3.5 GHz 5G),732,33.13,0.81,780.0,99.84,0
DZ-CELL-1937,Blida,B7 (2600 MHz LTE),1149,28.6,0.17,425.73,99.82,0
DZ-CELL-1938,Batna,n78 (3.5 GHz 5G),282,79.05,6.55,147.62,92.56,1
DZ-CELL-1939,Tizi Ouzou,B20 (800 MHz LTE),758,35.34,0.46,392.12,99.69,0
DZ-CELL-1940,Ouargla,B3 (1800 MHz LTE),887,34.93,0.08,549.57,99.95,0
DZ-CELL-1941,Tiaret,n78 (3.5 GHz 5G),745,33.51,0.23,433.5,99.49,0
DZ-CELL-1942,Oran,n78 (3.5 GHz 5G),697,33.91,1.33,389.57,99.9,0
DZ-CELL-1943,Bejaia,B7 (2600 MHz LTE),581,31.96,0.06,407.68,99.9,0
DZ-CELL-1944,Chlef,B20 (800 MHz LTE),1115,27.04,0.73,436.89,99.91,0
DZ-CELL-1945,Blida,B3 (1800 MHz LTE),626,34.86,0.55,431.06,99.96,0
DZ-CELL-1946,Oran,B20 (800 MHz LTE),671,29.94,0.45,422.99,99.83,0
DZ-CELL-1947,Biskra,B20 (800 MHz LTE),479,87.82,7.04,101.03,91.71,1
DZ-CELL-1948,Batna,n78 (3.5 GHz 5G),942,39.51,0.47,663.01,99.72,0
DZ-CELL-1949,Constantine,n78 (3.5 GHz 5G),917,23.46,0.72,520.09,99.75,0
DZ-CELL-1950,Blida,n78 (3.5 GHz 5G),833,25.57,0.09,600.62,99.81,0
DZ-CELL-1951,Algiers,B20 (800 MHz LTE),367,39.27,0.11,531.85,99.97,0
DZ-CELL-1952,Bejaia,n78 (3.5 GHz 5G),809,33.41,1.45,480.35,99.2,0
DZ-CELL-1953,Setif,B3 (1800 MHz LTE),1120,29.82,0.46,414.65,99.91,0
DZ-CELL-1954,Oran,n78 (3.5 GHz 5G),1335,41.0,0.48,398.63,99.63,0
DZ-CELL-1955,Blida,B7 (2600 MHz LTE),556,35.67,0.37,429.81,99.71,0
DZ-CELL-1956,Algiers,B7 (2600 MHz LTE),648,37.02,0.38,458.47,99.32,0
DZ-CELL-1957,Ghardaia,n78 (3.5 GHz 5G),1083,23.49,0.22,463.31,99.39,0
DZ-CELL-1958,Algiers,B7 (2600 MHz LTE),1026,29.06,0.96,407.87,99.74,0
DZ-CELL-1959,Oran,B7 (2600 MHz LTE),798,39.75,0.26,404.24,99.87,0
DZ-CELL-1960,Ouargla,B20 (800 MHz LTE),728,41.82,0.26,318.08,99.85,0
DZ-CELL-1961,Blida,n78 (3.5 GHz 5G),547,28.17,0.33,605.49,99.78,0
DZ-CELL-1962,Bejaia,B3 (1800 MHz LTE),646,24.8,1.22,542.13,99.79,0
DZ-CELL-1963,Bejaia,B7 (2600 MHz LTE),1209,32.63,0.32,443.13,99.84,0
DZ-CELL-1964,Biskra,n78 (3.5 GHz 5G),702,30.32,0.1,467.37,99.87,0
DZ-CELL-1965,Blida,B20 (800 MHz LTE),974,34.34,0.32,676.07,99.94,0
DZ-CELL-1966,Batna,B3 (1800 MHz LTE),694,35.91,0.09,282.48,99.94,0
DZ-CELL-1967,Bejaia,B7 (2600 MHz LTE),777,42.08,0.78,622.26,99.89,0
DZ-CELL-1968,Chlef,B20 (800 MHz LTE),811,29.55,1.45,655.82,100.0,0
DZ-CELL-1969,Tlemcen,B20 (800 MHz LTE),1011,27.83,0.38,482.41,99.49,0
DZ-CELL-1970,Biskra,B20 (800 MHz LTE),859,35.71,0.28,497.09,99.99,0
DZ-CELL-1971,Annaba,B3 (1800 MHz LTE),937,20.05,0.29,456.86,99.88,0
DZ-CELL-1972,Algiers,B7 (2600 MHz LTE),448,39.86,0.08,621.69,99.78,0
DZ-CELL-1973,Batna,n78 (3.5 GHz 5G),1752,79.12,2.45,928.6,99.34,1
DZ-CELL-1974,Setif,B20 (800 MHz LTE),746,32.22,0.13,720.36,99.84,0
DZ-CELL-1975,Tiaret,n78 (3.5 GHz 5G),698,25.45,0.37,585.89,99.98,0
DZ-CELL-1976,Annaba,B20 (800 MHz LTE),1181,28.1,0.53,251.81,99.88,0
DZ-CELL-1977,Tiaret,n78 (3.5 GHz 5G),845,35.22,0.96,571.48,99.95,0
DZ-CELL-1978,Annaba,B3 (1800 MHz LTE),778,37.55,0.17,558.03,99.99,0
DZ-CELL-1979,Constantine,B3 (1800 MHz LTE),854,39.05,0.23,437.15,99.96,0
DZ-CELL-1980,Batna,B7 (2600 MHz LTE),431,22.63,1.11,483.45,99.11,0
DZ-CELL-1981,Tizi Ouzou,n78 (3.5 GHz 5G),1203,26.8,0.14,474.01,99.89,0
DZ-CELL-1982,Oran,B20 (800 MHz LTE),680,38.67,0.4,502.09,99.57,0
DZ-CELL-1983,Biskra,B20 (800 MHz LTE),872,43.58,0.37,489.39,99.84,0
DZ-CELL-1984,Tiaret,B3 (1800 MHz LTE),468,33.66,0.05,585.19,99.31,0
DZ-CELL-1985,Chlef,B20 (800 MHz LTE),1361,26.48,0.36,477.07,99.63,0
DZ-CELL-1986,Tizi Ouzou,B20 (800 MHz LTE),1045,89.46,4.74,167.45,97.25,1
DZ-CELL-1987,Tiaret,B7 (2600 MHz LTE),827,22.43,0.52,388.68,99.41,0
DZ-CELL-1988,Ouargla,B20 (800 MHz LTE),1027,27.5,0.05,395.64,99.46,0
DZ-CELL-1989,Chlef,B7 (2600 MHz LTE),864,37.3,0.78,610.98,99.79,0
DZ-CELL-1990,Oran,B7 (2600 MHz LTE),857,38.04,0.06,361.89,99.82,0
DZ-CELL-1991,Ouargla,B7 (2600 MHz LTE),867,49.54,0.05,443.25,99.96,0
DZ-CELL-1992,Annaba,n78 (3.5 GHz 5G),991,31.91,0.22,664.07,99.81,0
DZ-CELL-1993,Algiers,B20 (800 MHz LTE),720,26.49,0.11,297.76,99.32,0
DZ-CELL-1994,Chlef,B20 (800 MHz LTE),778,24.97,0.05,555.81,99.96,0
DZ-CELL-1995,Batna,B7 (2600 MHz LTE),699,31.62,0.05,388.75,99.98,0
DZ-CELL-1996,Bejaia,B3 (1800 MHz LTE),979,37.0,1.11,527.96,99.99,0
DZ-CELL-1997,Oran,B20 (800 MHz LTE),1035,35.9,0.72,526.87,99.86,0
DZ-CELL-1998,Tlemcen,n78 (3.5 GHz 5G),978,28.62,0.58,403.84,99.69,0
DZ-CELL-1999,Chlef,n78 (3.5 GHz 5G),705,28.81,0.83,596.38,99.84,0
