customer_id,wilaya,subscription,tenure_months,monthly_spend_dzd,data_usage_gb,calls_count,complaints,recharge_frequency,usage_drop_pct,churn
C17984,Setif,Postpaid,27,3047.85,26.45,59,0,1,41.2,0
C17985,Blida,Postpaid,66,3152.51,58.75,24,1,1,14.2,0
C17986,Algiers,Prepaid,18,1711.45,2.13,46,0,5,16.0,0
C17987,Tlemcen,Postpaid,14,2186.64,5.65,50,0,1,25.7,0
C17988,Oran,Prepaid,12,1179.48,12.1,44,2,2,-20.0,0
C17989,Blida,Postpaid,20,2799.89,15.81,55,1,1,16.1,0
C17990,Ghardaia,Postpaid,29,1624.98,15.59,22,0,1,-17.3,0
C17991,Biskra,Postpaid,6,2490.05,18.9,32,0,1,18.1,0
C17992,Bejaia,Prepaid,41,1384.11,9.06,65,0,1,-20.0,0
C17993,Annaba,Prepaid,2,1297.49,28.92,75,1,4,-16.9,0
C17994,Bejaia,Prepaid,23,1336.87,0.55,33,1,3,16.8,0
C17995,Bejaia,Prepaid,31,1601.44,7.98,50,2,1,-15.9,1
C17996,Biskra,Prepaid,6,968.62,13.04,54,1,3,33.5,1
C17997,Biskra,Prepaid,20,2355.42,13.25,87,0,4,63.6,0
C17998,Chlef,Prepaid,35,1064.94,12.07,41,1,4,35.4,0
C17999,Constantine,Prepaid,37,753.09,21.42,98,3,2,38.0,1
C18000,Ouargla,Postpaid,21,1654.46,38.17,53,1,1,6.0,0
C18001,Setif,Prepaid,16,1780.26,3.58,70,0,3,9.2,0
C18002,Blida,Prepaid,7,1463.7,3.19,48,0,3,31.9,1
C18003,Blida,Prepaid,6,1904.96,3.75,27,0,4,-20.0,0
C18004,Biskra,Prepaid,27,1693.51,3.94,109,1,2,-3.2,0
C18005,Chlef,Prepaid,3,1023.18,13.98,6,0,3,-11.9,0
C18006,Batna,Prepaid,10,1079.11,16.75,53,1,5,-6.0,0
C18007,Ouargla,Postpaid,17,2238.68,1.91,98,1,1,-20.0,0
C18008,Tiaret,Prepaid,17,1765.93,2.68,10,0,2,11.4,0
C18009,Batna,Prepaid,19,2053.72,14.14,49,1,2,17.1,0
C18010,Tizi Ouzou,Postpaid,37,2869.58,1.61,59,0,1,-16.3,0
C18011,Oran,Prepaid,7,1075.87,2.34,27,1,3,24.2,0
C18012,Tlemcen,Prepaid,3,1867.08,3.02,52,0,2,-20.0,1
C18013,Bejaia,Prepaid,14,1956.93,3.22,71,0,3,16.7,0
C18014,Setif,Prepaid,27,2654.77,3.02,45,0,3,-9.6,0
C18015,Batna,Postpaid,22,1563.01,3.44,22,0,1,16.6,0
C18016,Biskra,Prepaid,7,1201.91,3.63,45,0,3,16.1,0
C18017,Constantine,Postpaid,8,1695.31,5.3,82,0,1,50.7,0
C18018,Ghardaia,Prepaid,19,1913.49,20.0,6,0,1,69.7,0
C18019,Constantine,Prepaid,22,929.64,33.81,67,1,3,26.9,0
C18020,Biskra,Prepaid,26,1216.09,29.98,101,0,3,39.3,0
C18021,Ouargla,Prepaid,40,400.0,35.64,28,0,3,28.4,0
C18022,Tizi Ouzou,Prepaid,26,1491.69,9.41,51,0,1,-5.6,0
C18023,Blida,Prepaid,13,685.18,38.79,58,2,4,9.0,0
C18024,Tlemcen,Postpaid,11,3340.71,0.59,38,0,1,33.2,1
C18025,Biskra,Prepaid,28,1548.21,0.68,80,0,2,13.9,0
C18026,Bejaia,Prepaid,6,400.0,0.5,46,0,3,19.2,0
C18027,Bejaia,Prepaid,30,1644.06,63.44,15,0,5,18.7,0
C18028,Tlemcen,Postpaid,2,2960.73,36.85,70,0,1,8.8,0
C18029,Ghardaia,Prepaid,18,799.31,32.54,44,0,3,25.5,0
C18030,Tizi Ouzou,Postpaid,7,3523.28,16.36,39,0,1,-14.9,0
C18031,Oran,Prepaid,46,865.77,7.16,19,0,2,24.1,0
C18032,Oran,Prepaid,33,814.64,23.07,2,0,2,18.5,0
C18033,Constantine,Prepaid,37,1079.54,1.93,62,0,1,8.7,0
C18034,Blida,Prepaid,28,627.84,0.5,44,2,2,-5.2,1
C18035,Annaba,Prepaid,21,1172.67,1.61,20,0,4,10.8,0
C18036,Blida,Prepaid,21,1015.48,29.69,69,3,3,31.8,1
C18037,Blida,Postpaid,32,2422.59,41.91,46,1,1,-2.2,0
C18038,Biskra,Prepaid,28,1130.16,8.12,65,1,4,-20.0,0
C18039,Setif,Prepaid,18,1208.11,4.94,22,0,3,29.8,0
C18040,Tiaret,Postpaid,24,3658.58,57.4,53,0,1,10.8,0
C18041,Setif,Prepaid,8,1556.95,6.62,26,1,2,1.4,0
C18042,Bejaia,Prepaid,13,1099.92,6.95,15,0,2,28.4,0
C18043,Biskra,Prepaid,6,1437.84,61.84,17,1,3,71.1,1
C18044,Tlemcen,Prepaid,6,2084.63,26.73,69,0,5,49.6,1
C18045,Setif,Prepaid,22,1310.4,15.37,56,0,5,-19.6,0
C18046,Tizi Ouzou,Prepaid,62,826.42,27.34,16,0,3,3.4,0
C18047,Batna,Prepaid,1,1300.37,5.52,63,1,3,31.8,1
C18048,Ouargla,Prepaid,43,1744.58,25.68,37,0,1,70.8,0
C18049,Ghardaia,Prepaid,11,1622.82,46.44,16,0,1,21.9,1
C18050,Blida,Postpaid,26,2699.81,1.29,48,0,1,-6.5,0
C18051,Tiaret,Prepaid,16,648.15,1.0,55,0,4,51.7,0
C18052,Bejaia,Prepaid,11,1340.1,2.63,37,1,4,46.5,1
C18053,Chlef,Prepaid,5,1468.87,1.12,35,0,2,44.0,1
C18054,Batna,Postpaid,57,2798.5,29.99,71,1,1,34.4,0
C18055,Tlemcen,Postpaid,30,2316.83,13.87,74,1,1,39.8,0
C18056,Constantine,Prepaid,11,2031.17,49.46,59,0,3,8.0,0
C18057,Constantine,Prepaid,17,2729.03,8.63,96,2,6,-18.6,0
C18058,Ghardaia,Postpaid,9,3074.74,30.86,40,1,1,30.2,0
C18059,Algiers,Prepaid,28,1579.17,19.3,37,0,3,5.8,0
C18060,Constantine,Postpaid,16,3291.34,1.18,53,1,1,23.1,0
C18061,Tiaret,Prepaid,4,1701.8,5.95,50,0,2,-7.3,0
C18062,Annaba,Prepaid,47,941.78,2.41,64,0,6,44.6,0
C18063,Biskra,Prepaid,14,1807.78,4.2,29,1,5,-18.3,0
C18064,Setif,Prepaid,4,1992.44,25.74,66,0,3,60.4,1
C18065,Tiaret,Postpaid,17,2355.54,2.13,32,0,1,-11.0,0
C18066,Tiaret,Prepaid,8,598.91,5.78,39,0,3,30.0,0
C18067,Tiaret,Prepaid,22,1273.85,20.94,74,0,3,-19.1,0
C18068,Oran,Prepaid,4,2187.46,33.47,27,0,5,-8.6,0
C18069,Annaba,Postpaid,6,2782.93,3.39,37,0,2,29.5,1
C18070,Constantine,Prepaid,13,1724.64,12.41,89,0,2,1.0,0
C18071,Tlemcen,Prepaid,4,1279.16,24.19,56,0,2,1.6,0
C18072,Oran,Prepaid,13,1536.27,1.14,78,1,3,10.2,0
C18073,Oran,Prepaid,3,1563.24,10.62,76,2,3,23.7,1
C18074,Oran,Prepaid,24,1973.85,7.33,42,0,3,9.3,0
C18075,Tizi Ouzou,Postpaid,14,4088.74,47.83,39,0,1,-11.9,0
C18076,Tizi Ouzou,Prepaid,30,1289.65,54.07,44,0,3,21.5,0
C18077,Batna,Postpaid,3,1217.67,1.17,74,0,1,10.3,0
C18078,Chlef,Prepaid,13,2369.3,25.39,65,0,5,40.2,0
C18079,Algiers,Postpaid,19,2789.69,1.36,17,1,1,51.9,0
C18080,Algiers,Prepaid,15,1216.62,4.16,47,0,4,8.2,0
C18081,Ouargla,Prepaid,33,400.0,5.18,90,0,1,28.1,0
C18082,Tlemcen,Prepaid,9,1928.42,9.99,71,0,3,56.1,0
C18083,Chlef,Prepaid,18,2134.91,3.01,71,1,4,21.6,0
C18084,Ouargla,Postpaid,7,2440.53,15.49,13,0,1,35.2,0
C18085,Oran,Prepaid,16,1134.75,18.87,28,0,1,12.4,0
C18086,Oran,Prepaid,9,1200.29,3.74,50,1,2,12.3,1
C18087,Setif,Prepaid,12,1297.15,12.0,68,0,1,23.7,0
C18088,Bejaia,Postpaid,43,2665.98,5.0,72,0,1,15.4,0
C18089,Constantine,Prepaid,72,1314.37,28.72,27,1,6,32.8,0
C18090,Oran,Prepaid,53,1198.45,8.46,68,1,3,60.4,1
C18091,Biskra,Postpaid,18,1499.15,34.17,28,0,1,42.4,0
C18092,Tizi Ouzou,Prepaid,5,1380.96,4.53,37,0,3,-1.9,0
C18093,Tizi Ouzou,Postpaid,25,2815.95,55.54,73,0,1,35.1,0
C18094,Tlemcen,Prepaid,14,2227.43,5.93,13,2,2,2.8,1
C18095,Setif,Prepaid,33,2106.45,23.64,63,0,3,35.1,0
C18096,Annaba,Prepaid,17,1689.17,24.18,77,0,1,39.7,0
C18097,Annaba,Prepaid,15,1627.34,23.54,99,1,3,2.5,0
C18098,Tiaret,Prepaid,20,1503.58,13.7,60,0,3,10.1,0
C18099,Setif,Postpaid,4,2924.82,0.76,46,0,1,28.0,0
C18100,Batna,Prepaid,20,912.06,4.56,42,1,4,43.8,0
C18101,Biskra,Prepaid,11,400.0,2.95,34,0,1,0.2,0
C18102,Constantine,Prepaid,15,555.41,10.16,28,0,1,-7.8,0
C18103,Constantine,Prepaid,10,1326.5,5.89,31,0,2,0.1,1
C18104,Chlef,Prepaid,2,1390.83,0.79,65,1,5,21.6,1
C18105,Ghardaia,Prepaid,45,1036.54,8.36,29,0,4,74.3,0
C18106,Constantine,Prepaid,23,874.87,0.5,66,0,1,-11.3,0
C18107,Algiers,Prepaid,5,899.13,3.97,31,0,3,34.7,1
C18108,Algiers,Prepaid,20,739.17,41.85,69,1,3,22.8,0
C18109,Biskra,Prepaid,23,2354.14,5.06,21,0,1,33.4,0
C18110,Blida,Prepaid,10,1894.03,0.5,6,1,5,0.7,1
C18111,Ghardaia,Prepaid,11,2070.75,1.39,18,0,5,-20.0,0
C18112,Tizi Ouzou,Prepaid,12,1738.31,33.22,29,0,1,18.3,0
C18113,Blida,Prepaid,29,901.11,23.12,72,0,2,5.4,0
C18114,Ghardaia,Postpaid,28,2284.41,13.29,40,0,1,13.9,0
C18115,Batna,Postpaid,18,4086.22,3.95,61,0,1,14.7,0
C18116,Batna,Postpaid,14,1896.62,0.5,51,1,1,26.2,0
C18117,Ghardaia,Postpaid,29,1587.92,4.27,86,0,1,-16.6,0
C18118,Chlef,Prepaid,7,1583.33,1.32,43,1,2,50.7,1
C18119,Tizi Ouzou,Prepaid,13,2321.55,47.22,52,0,4,-2.9,0
C18120,Setif,Prepaid,34,499.84,6.18,40,1,2,41.7,0
C18121,Chlef,Prepaid,31,1393.73,12.12,56,0,5,49.8,0
C18122,Batna,Postpaid,32,1758.76,5.92,74,0,1,24.5,0
C18123,Constantine,Postpaid,9,2935.51,3.32,53,0,1,58.0,0
C18124,Tiaret,Prepaid,13,1795.96,3.8,36,1,4,-2.6,0
C18125,Chlef,Prepaid,21,2457.79,19.05,53,0,3,35.0,0
C18126,Constantine,Prepaid,49,1523.93,2.4,56,0,5,49.1,0
C18127,Bejaia,Prepaid,15,1179.3,29.98,44,0,1,-11.8,0
C18128,Bejaia,Prepaid,22,1061.63,1.71,63,1,5,25.0,0
C18129,Batna,Postpaid,18,2963.4,5.15,56,2,1,-0.9,0
C18130,Biskra,Prepaid,43,1795.48,4.98,59,0,3,-9.7,0
C18131,Tiaret,Prepaid,2,1841.76,0.5,51,0,1,62.7,1
C18132,Biskra,Prepaid,28,1674.53,1.12,41,1,4,11.2,0
C18133,Tizi Ouzou,Prepaid,4,1569.99,0.5,54,0,5,-8.6,0
C18134,Bejaia,Prepaid,10,1188.61,8.35,23,0,2,-13.7,0
C18135,Tlemcen,Prepaid,35,1595.0,5.82,57,1,4,-4.5,0
C18136,Chlef,Prepaid,23,932.11,5.14,27,0,1,12.5,0
C18137,Biskra,Postpaid,1,1828.63,5.15,59,0,1,58.7,0
C18138,Biskra,Prepaid,16,1579.09,2.95,65,0,4,-20.0,0
C18139,Chlef,Prepaid,30,1138.73,15.12,73,0,1,21.1,0
C18140,Setif,Prepaid,11,1051.32,17.06,84,0,3,20.6,0
C18141,Tizi Ouzou,Prepaid,15,1832.4,35.06,81,0,3,47.3,0
C18142,Blida,Prepaid,7,1801.27,3.99,40,0,1,-14.4,1
C18143,Batna,Prepaid,12,2008.14,25.69,39,2,5,17.5,0
C18144,Chlef,Prepaid,14,1570.22,4.35,15,1,1,2.6,0
C18145,Annaba,Prepaid,27,966.15,1.14,76,0,1,22.0,0
C18146,Ouargla,Prepaid,18,2462.43,0.67,24,0,2,44.2,0
C18147,Oran,Prepaid,6,1945.98,0.99,41,0,3,4.3,0
C18148,Batna,Prepaid,38,2249.04,8.38,54,0,6,62.6,0
C18149,Setif,Postpaid,18,1594.83,10.28,64,0,1,27.6,0
C18150,Blida,Prepaid,6,1782.16,8.68,58,0,1,7.2,0
C18151,Tlemcen,Prepaid,33,1834.52,6.06,62,0,2,-5.1,0
C18152,Setif,Prepaid,2,1489.42,16.44,35,0,1,-20.0,0
C18153,Constantine,Prepaid,3,557.62,0.92,56,0,3,15.1,1
C18154,Setif,Prepaid,4,1795.43,2.68,75,0,3,5.2,1
C18155,Algiers,Prepaid,4,1198.85,0.5,42,0,2,9.5,1
C18156,Algiers,Prepaid,6,1201.13,46.67,51,0,3,12.0,0
C18157,Chlef,Postpaid,19,2060.36,28.75,76,0,1,16.0,0
C18158,Ghardaia,Prepaid,5,1457.31,22.55,54,0,4,24.6,0
C18159,Ouargla,Prepaid,28,1094.59,4.26,42,1,1,22.1,1
C18160,Ghardaia,Prepaid,23,400.0,23.39,49,1,3,16.7,0
C18161,Constantine,Prepaid,13,1505.67,6.01,45,0,2,9.8,0
C18162,Blida,Prepaid,1,1309.06,5.82,13,0,3,23.3,0
C18163,Setif,Prepaid,19,1197.48,4.43,46,1,3,20.4,0
C18164,Batna,Prepaid,32,2384.04,8.95,61,2,4,51.5,1
C18165,Chlef,Postpaid,17,1931.77,3.03,20,0,1,42.7,0
C18166,Algiers,Prepaid,12,1721.2,8.83,72,0,4,36.9,0
C18167,Tiaret,Postpaid,26,2629.54,46.98,92,1,1,43.2,0
C18168,Tizi Ouzou,Prepaid,3,1137.27,19.88,79,1,2,-10.1,1
C18169,Batna,Prepaid,59,1390.23,38.46,37,0,4,7.4,0
C18170,Ouargla,Prepaid,30,1007.71,6.91,62,0,5,30.0,0
C18171,Batna,Prepaid,4,1501.57,4.99,36,0,1,-11.7,1
C18172,Setif,Prepaid,10,2030.94,4.34,53,0,3,35.4,0
C18173,Algiers,Prepaid,20,793.43,67.36,54,1,4,44.9,0
C18174,Ouargla,Prepaid,4,1774.3,11.04,52,0,5,13.9,0
C18175,Tlemcen,Prepaid,7,530.11,27.86,24,0,3,10.8,0
C18176,Ouargla,Prepaid,18,1402.12,18.66,42,0,5,-13.8,0
C18177,Setif,Prepaid,12,1729.56,7.93,66,1,3,-20.0,0
C18178,Bejaia,Prepaid,32,2282.99,25.27,71,0,6,-17.6,0
C18179,Annaba,Prepaid,43,1314.98,21.2,84,0,2,56.2,0
C18180,Ouargla,Prepaid,65,1013.12,0.5,61,0,3,0.3,0
C18181,Algiers,Prepaid,29,537.7,8.78,43,0,1,8.5,0
C18182,Chlef,Prepaid,48,1854.56,15.74,78,0,3,3.8,0
C18183,Blida,Postpaid,30,2168.02,0.5,24,0,1,-0.2,0
C18184,Annaba,Postpaid,15,1652.0,4.63,19,1,1,25.0,0
C18185,Tlemcen,Prepaid,12,1119.07,19.2,58,1,4,15.0,0
C18186,Tizi Ouzou,Prepaid,39,1124.38,25.07,87,1,6,3.2,0
C18187,Chlef,Prepaid,34,726.85,2.03,47,0,5,36.9,0
C18188,Tlemcen,Prepaid,27,2065.42,20.69,18,0,2,-10.3,0
C18189,Tlemcen,Prepaid,19,1417.1,11.95,64,1,1,7.9,0
C18190,Annaba,Postpaid,9,2941.85,6.46,48,1,1,36.5,1
C18191,Constantine,Prepaid,5,463.18,2.98,64,1,3,30.2,1
C18192,Tiaret,Postpaid,14,977.99,7.26,105,1,1,-10.8,0
C18193,Tiaret,Postpaid,22,3572.01,36.59,42,1,1,-2.8,0
C18194,Biskra,Postpaid,41,1815.12,7.22,32,1,1,-14.5,0
C18195,Tlemcen,Prepaid,44,1338.35,3.0,14,1,1,3.6,0
C18196,Ghardaia,Prepaid,8,1546.98,26.23,96,0,2,-8.4,0
C18197,Tlemcen,Prepaid,7,894.72,32.51,64,0,2,39.9,1
C18198,Annaba,Prepaid,7,2150.08,23.37,52,0,2,1.6,1
C18199,Setif,Postpaid,8,3268.57,5.56,25,1,1,10.9,0
C18200,Oran,Prepaid,23,880.66,0.5,61,0,4,16.5,0
C18201,Tlemcen,Prepaid,10,1005.55,2.38,62,1,5,18.9,1
C18202,Biskra,Prepaid,13,937.56,11.45,20,0,1,14.4,0
C18203,Annaba,Prepaid,14,1272.93,9.0,58,2,3,49.8,1
C18204,Chlef,Postpaid,27,2899.46,14.48,33,0,1,-20.0,0
C18205,Ouargla,Prepaid,29,1522.85,7.12,37,1,3,72.4,1
C18206,Ouargla,Postpaid,41,3546.4,15.91,61,1,1,12.7,0
C18207,Tizi Ouzou,Postpaid,22,3278.16,24.75,47,0,1,13.3,0
C18208,Bejaia,Postpaid,16,2403.16,24.66,72,0,1,37.3,0
C18209,Ouargla,Prepaid,15,2137.35,1.61,44,0,4,-11.8,0
C18210,Tiaret,Prepaid,17,463.7,35.5,31,0,1,12.0,0
C18211,Biskra,Prepaid,37,799.32,4.48,76,0,3,32.9,0
C18212,Setif,Postpaid,22,1453.93,5.13,30,0,1,31.9,0
C18213,Setif,Prepaid,25,1408.28,0.85,65,2,1,-0.9,1
C18214,Biskra,Prepaid,23,1979.17,75.33,89,0,4,-20.0,0
C18215,Tiaret,Prepaid,14,1202.46,3.69,53,1,4,20.4,0
C18216,Chlef,Postpaid,9,1709.86,10.59,18,1,1,62.7,1
C18217,Ouargla,Postpaid,14,1828.21,1.18,70,0,1,37.8,0
C18218,Setif,Prepaid,19,667.28,42.7,109,0,2,19.2,0
C18219,Tlemcen,Prepaid,65,1972.94,12.72,44,1,2,1.9,0
C18220,Annaba,Prepaid,18,982.2,22.49,22,1,2,-7.4,0
C18221,Ghardaia,Postpaid,6,3029.41,4.94,28,0,1,17.1,0
C18222,Oran,Postpaid,23,2921.81,5.28,36,0,1,8.7,0
C18223,Constantine,Postpaid,9,2312.37,1.84,78,0,1,18.6,0
C18224,Constantine,Postpaid,41,3544.52,1.82,90,0,1,14.1,0
C18225,Setif,Prepaid,11,1319.73,6.61,53,0,1,-14.2,0
C18226,Oran,Prepaid,11,1134.86,12.71,44,0,4,59.0,0
C18227,Biskra,Prepaid,7,617.69,11.14,48,0,2,13.7,0
C18228,Batna,Prepaid,11,1685.05,2.63,42,0,4,-14.5,0
C18229,Bejaia,Prepaid,7,1779.57,23.51,30,0,5,-20.0,0
C18230,Batna,Prepaid,47,1504.83,8.14,23,0,4,-13.9,0
C18231,Setif,Prepaid,15,1642.65,9.02,59,0,4,12.9,0
C18232,Tiaret,Postpaid,11,2788.92,2.05,51,0,1,-20.0,0
C18233,Bejaia,Prepaid,6,573.84,22.52,40,0,4,5.0,0
C18234,Batna,Postpaid,21,2762.46,3.72,40,0,1,40.3,0
C18235,Annaba,Prepaid,22,1091.38,4.74,15,0,4,-17.5,0
C18236,Blida,Prepaid,14,512.37,15.9,102,0,3,15.7,0
C18237,Algiers,Prepaid,1,2469.79,18.92,39,1,5,-9.8,0
C18238,Constantine,Prepaid,6,1518.53,0.5,45,1,2,33.8,1
C18239,Algiers,Prepaid,11,926.33,8.55,20,1,3,43.1,1
C18240,Chlef,Prepaid,12,1831.34,0.69,74,1,5,21.5,0
C18241,Algiers,Postpaid,16,3106.58,6.98,63,0,1,22.5,0
C18242,Constantine,Prepaid,14,1261.06,18.09,20,2,4,-8.7,0
C18243,Oran,Prepaid,11,915.86,24.5,49,0,2,53.3,1
C18244,Setif,Prepaid,8,1461.33,4.1,78,0,2,79.8,1
C18245,Setif,Postpaid,21,1919.75,23.02,60,0,1,25.0,0
C18246,Constantine,Prepaid,8,1158.39,10.78,46,0,2,-9.5,0
C18247,Tiaret,Prepaid,10,1595.66,6.31,27,1,2,30.2,1
C18248,Batna,Prepaid,2,1433.91,5.29,63,0,1,18.7,1
C18249,Tiaret,Prepaid,20,1366.86,0.5,48,2,1,1.4,1
C18250,Algiers,Prepaid,13,1179.41,3.92,62,0,4,11.0,0
C18251,Annaba,Prepaid,16,767.55,5.85,2,0,1,-5.1,0
C18252,Oran,Prepaid,35,1386.2,18.31,23,2,1,47.7,1
C18253,Constantine,Prepaid,17,1992.0,1.86,32,1,4,25.4,0
C18254,Algiers,Prepaid,16,2426.13,6.05,103,0,4,50.6,0
C18255,Batna,Postpaid,10,3337.54,2.32,13,1,1,29.2,0
C18256,Annaba,Prepaid,9,1833.95,33.5,41,0,2,31.5,0
C18257,Blida,Prepaid,24,1757.51,6.44,2,1,1,1.4,0
C18258,Tlemcen,Prepaid,9,1339.46,13.45,63,1,4,2.3,0
C18259,Setif,Prepaid,13,1574.32,0.5,49,0,3,-20.0,0
C18260,Ouargla,Prepaid,51,2219.36,1.05,52,0,3,29.5,0
C18261,Ouargla,Prepaid,15,1798.05,1.44,53,0,3,50.6,0
C18262,Batna,Postpaid,15,2581.31,3.19,31,2,1,6.4,0
C18263,Blida,Postpaid,23,2127.03,0.94,42,0,1,2.2,0
C18264,Batna,Prepaid,21,2505.51,29.89,20,1,6,-2.8,0
C18265,Tiaret,Postpaid,5,3498.53,6.45,64,0,1,12.8,0
C18266,Ouargla,Postpaid,16,3065.57,3.39,33,1,1,85.0,0
C18267,Algiers,Prepaid,28,1804.43,12.0,53,0,4,16.4,0
C18268,Blida,Prepaid,11,1333.44,22.88,64,0,3,5.2,0
C18269,Oran,Prepaid,7,1193.59,38.03,54,1,2,50.4,1
C18270,Ghardaia,Prepaid,27,1504.18,9.36,91,2,3,21.3,0
C18271,Ouargla,Postpaid,39,2553.19,4.83,41,1,1,-13.9,0
C18272,Constantine,Prepaid,17,1067.48,13.57,71,0,2,1.5,0
C18273,Algiers,Prepaid,5,1141.82,0.5,58,1,5,23.5,1
C18274,Setif,Prepaid,11,1399.08,0.66,93,0,4,41.1,1
C18275,Ouargla,Prepaid,13,1245.54,15.88,43,1,1,-12.7,0
C18276,Tlemcen,Prepaid,8,400.0,5.9,41,0,6,-8.2,0
C18277,Oran,Prepaid,12,1470.24,9.48,51,0,1,41.1,0
C18278,Chlef,Prepaid,63,1685.49,8.73,74,1,4,48.6,1
C18279,Batna,Prepaid,7,2237.0,30.49,62,1,3,84.9,1
C18280,Constantine,Postpaid,18,4030.69,39.39,90,0,1,-1.5,0
C18281,Annaba,Prepaid,3,1181.17,3.58,81,0,2,22.5,1
C18282,Tizi Ouzou,Prepaid,16,1355.32,3.69,65,1,4,40.3,1
C18283,Ghardaia,Postpaid,27,1773.13,16.87,46,0,1,-20.0,0
C18284,Setif,Prepaid,19,2241.46,31.84,50,0,1,5.9,0
C18285,Ghardaia,Prepaid,14,1418.39,4.85,43,0,3,2.6,0
C18286,Tlemcen,Prepaid,47,400.0,12.57,30,0,3,25.6,0
C18287,Ghardaia,Prepaid,8,1976.51,41.51,60,0,3,-12.4,0
C18288,Algiers,Postpaid,46,1938.94,6.32,35,1,1,0.8,0
C18289,Oran,Prepaid,10,1375.69,23.62,51,2,5,13.4,1
C18290,Ouargla,Prepaid,24,1693.59,4.06,24,0,1,55.4,0
C18291,Tiaret,Prepaid,19,908.49,32.42,97,0,5,70.7,0
C18292,Annaba,Prepaid,27,1829.13,32.06,50,0,2,-1.9,0
C18293,Tlemcen,Prepaid,58,1550.3,31.6,34,0,1,-5.6,0
C18294,Ouargla,Prepaid,16,1435.94,50.93,55,2,4,20.1,0
C18295,Batna,Postpaid,21,1831.45,30.3,57,0,1,18.1,0
C18296,Annaba,Prepaid,15,1905.34,1.23,55,0,1,8.0,0
C18297,Tiaret,Postpaid,23,3432.3,15.85,102,0,1,-20.0,0
C18298,Algiers,Prepaid,3,400.0,16.46,28,0,5,8.9,0
C18299,Annaba,Prepaid,20,1906.36,22.98,45,0,4,36.1,0
C18300,Batna,Prepaid,46,904.62,11.91,101,1,5,-1.5,0
C18301,Tiaret,Prepaid,23,2003.96,15.12,62,0,1,10.1,0
C18302,Ouargla,Prepaid,50,719.39,9.25,61,0,6,-20.0,0
C18303,Oran,Prepaid,65,1305.58,7.42,58,0,4,26.4,0
C18304,Chlef,Prepaid,2,1614.65,13.7,10,0,3,7.6,0
C18305,Biskra,Prepaid,7,1442.06,4.97,2,0,4,2.9,1
C18306,Annaba,Prepaid,3,1360.08,25.51,63,0,4,-9.4,0
C18307,Batna,Postpaid,12,2726.96,10.84,54,1,1,0.8,0
C18308,Tlemcen,Prepaid,38,1419.08,6.11,42,1,5,-2.5,0
C18309,Biskra,Prepaid,14,1444.54,0.96,29,1,2,-3.2,1
C18310,Setif,Postpaid,12,1960.09,19.43,88,1,1,14.0,0
C18311,Tizi Ouzou,Prepaid,31,1087.23,26.59,31,0,3,-20.0,0
C18312,Blida,Prepaid,4,881.5,61.37,44,1,1,-6.1,1
C18313,Constantine,Postpaid,60,2474.64,26.82,60,0,1,56.7,0
C18314,Biskra,Prepaid,36,1245.02,17.79,29,0,4,-20.0,0
C18315,Tiaret,Prepaid,19,1120.53,5.39,34,1,2,14.9,0
C18316,Algiers,Postpaid,4,2701.12,6.17,18,0,1,-10.3,0
C18317,Tiaret,Prepaid,17,535.56,3.46,35,0,4,28.8,0
C18318,Tizi Ouzou,Prepaid,58,1298.4,17.53,34,0,2,1.0,0
C18319,Chlef,Prepaid,32,1301.58,11.69,51,0,4,-18.5,0
C18320,Chlef,Prepaid,6,1441.7,46.08,93,0,2,14.3,0
C18321,Oran,Prepaid,8,1701.83,13.31,52,0,1,43.0,1
C18322,Setif,Prepaid,22,2076.36,41.8,45,0,4,-20.0,0
C18323,Batna,Prepaid,15,1467.91,0.5,18,1,2,23.9,1
C18324,Biskra,Postpaid,21,2607.43,4.18,52,0,1,-7.1,0
C18325,Setif,Postpaid,24,1470.44,14.08,25,0,1,41.1,0
C18326,Annaba,Prepaid,16,1106.07,1.8,32,1,6,-20.0,0
C18327,Blida,Prepaid,14,896.13,3.82,44,1,5,20.5,0
C18328,Tizi Ouzou,Prepaid,16,904.18,39.12,31,1,5,-12.6,0
C18329,Algiers,Prepaid,25,400.0,19.12,11,1,1,69.7,1
C18330,Ghardaia,Prepaid,24,1057.26,12.19,63,0,2,22.0,0
C18331,Biskra,Postpaid,16,2666.46,5.98,89,0,1,-7.3,0
C18332,Annaba,Prepaid,16,1837.18,40.6,53,1,3,0.4,0
C18333,Oran,Prepaid,7,1524.05,15.04,28,0,2,38.7,0
C18334,Annaba,Prepaid,11,1662.89,12.13,25,0,3,1.5,0
C18335,Biskra,Postpaid,13,3222.07,37.59,51,0,1,66.4,0
C18336,Tlemcen,Prepaid,22,1144.93,54.91,72,0,3,38.9,0
C18337,Blida,Prepaid,11,1074.05,13.31,60,0,3,29.1,1
C18338,Algiers,Postpaid,13,3610.86,14.79,65,1,1,18.6,0
C18339,Constantine,Prepaid,10,1030.49,15.38,33,0,2,13.0,0
C18340,Ouargla,Prepaid,29,1173.52,8.23,42,0,3,8.3,0
C18341,Setif,Prepaid,22,1507.36,1.31,35,0,1,29.3,0
C18342,Bejaia,Prepaid,47,1796.89,2.35,51,0,4,1.1,0
C18343,Oran,Prepaid,29,1408.72,17.13,25,1,6,-20.0,0
C18344,Tlemcen,Postpaid,7,4698.88,11.93,53,0,1,50.6,0
